,brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,dimentions,weight_g,SIM,display_type,display_resolution,display_size,OS,CPU,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
204,Samsung,Galaxy E7,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015,151.3 x 77.2 x 7.3 mm (5.96 x 3.04 x 0.29 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~71.4% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 5.1.1 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 64 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| f/2.1| 27mm| autofocus| LED flash| ,5 MP| f/2.2| 23mm| 1080p@30fps,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity,High,Black| White| Brown| Blue,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-e7.jpg
205,Samsung,Galaxy E5,GSM / HSPA,1,1,1,HSPA 42.2/5.76 Mbps,Yes,Yes,2015,141.6 x 70.2 x 7.3 mm (5.57 x 2.76 x 0.29 in),Heavy,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.0 inches (~69.3% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 64 GB (uses SIM 2 slot),16 GB,1.5 GB RAM,8 MP| f/2.2| 31mm| autofocus| LED flash,5 MP| f/2.2| 23mm| 1080p@30fps,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity,Moderate,Black| White| Brown,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-e5.jpg
206,Samsung,Galaxy Tab 4 8.0 (2015),No cellular connectivity,0,0,0,0,No,No,2015,210 x 124 x 8 mm (8.27 x 4.88 x 0.31 in),Heavy,No-SIM,TFT capacitive touchscreen  16M colors,8.0 inches (~71.3% screen-to-body ratio),800 x 1280 pixels (~189 ppi pixel density),Android 4.4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,3.15 MP,1.3 MP,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Accelerometer,High,White| Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-4-80.jpg
207,Apple,Watch Edition 42mm,No cellular connectivity,0,0,0,0,No,No,2014,42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.65 inches (~56.8% screen-to-body ratio),390 x 312 pixels (~303 ppi pixel density),watchOS 1.0| upgradable to 3.2.2,520 MHz,PowerVR SGX543,No,8 GB,512 MB RAM,0 MP,0 MP,Yes,No,Yes,Yes,No,Yes,No,0,Accelerometer| gyro| heart rate,Basic,18-karat Rose Gold/White| Midnight Blue Buckle ,Super High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-edition-42mm.jpg
208,Apple,Watch Edition 38mm,No cellular connectivity,0,0,0,0,No,No,2014,38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.5 inches (~55.1% screen-to-body ratio),340 x 272 pixels (~290 ppi pixel density),watchOS 1.0| upgradable to 3.2.2,520 MHz,PowerVR SGX543,No,8 GB,512 MB RAM,0 MP,0 MP,Yes,No,Yes,Yes,No,Yes,No,0,Accelerometer| gyro| heart rate,Basic,18-karat Rose Gold/White| Rose Gray Buckle,Super High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-edition-38mm.jpg
209,Apple,Watch 42mm,No cellular connectivity,0,0,0,0,No,No,2014,42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.65 inches (~56.8% screen-to-body ratio),390 x 312 pixels (~303 ppi pixel density),watchOS 1.0| upgradable to 3.2.2,520 MHz,PowerVR SGX543,No,8 GB,512 MB RAM,0 MP,0 MP,Yes,No,Yes,Yes,No,Yes,No,0,Accelerometer| gyro| heart rate,Basic,Stainless Steel/Red| White| Brown/Black/Blue/Marine Blue Buckle| Blue/Stone/White/Storm Gray Leather Loop| Silver/Space Black Milanese Loop| Link Bracelet| Space Black Stainless Steel/Black| Black Link Bracelet| Pearl Woven Nylon,Super High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-42mm.jpg
210,Apple,Watch 38mm,No cellular connectivity,0,0,0,0,No,No,2014,38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.5 inches (~55.1% screen-to-body ratio),340 x 272 pixels (~290 ppi pixel density),watchOS 1.0| upgradable to 3.2.2,520 MHz,PowerVR SGX543,No,8 GB,512 MB RAM,0 MP,0 MP,Yes,No,Yes,Yes,No,Yes,No,0,Accelerometer| gyro| heart rate,Basic,Stainless Steel/Red| White| Brown/Black/Blue/Red/Marigold/Jay Buckle| Blue/Stone Leather Loop| Silver/Space Black Milanese Loop| Link Bracelet| Space Black Stainless Steel/Black| Black Link Bracelet| Pearl Woven Nylon,Super High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-38mm.jpg
211,Apple,Watch Sport 42mm,No cellular connectivity,0,0,0,0,No,No,2014,42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.65 inches (~57.2% screen-to-body ratio),390 x 312 pixels (~302 ppi pixel density),watchOS 1.0| upgradable to 3.2.2,520 MHz,PowerVR SGX543,No,8 GB,512 MB RAM,0 MP,0 MP,Yes,No,Yes,Yes,No,Yes,No,0,Accelerometer| gyro| heart rate,Basic,Silver/White| Orange| Blue; Gray/Black; Rose Gold/Lavender| Stone; Gold/White| Blue| Yellow| Apricot| Royal Blue| Pink/Royal Blue/Gold&Red/Black Woven Nylon,High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-sport-42mm2.jpg
212,Apple,Watch Sport 38mm,No cellular connectivity,0,0,0,0,No,No,2014,38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.5 inches (~55.1% screen-to-body ratio),340 x 272 pixels (~290 ppi pixel density),watchOS 1.0| upgradable to 3.2.2,520 MHz,PowerVR SGX543,No,8 GB,512 MB RAM,0 MP,0 MP,Yes,No,Yes,Yes,No,Yes,No,0,Accelerometer| gyro| heart rate,Basic,Silver/White| Orange| Blue; Gray/Black; Rose Gold/Lavender| Stone; Gold/White| Blue| Yellow| Apricot| Royal Blue| Pink/Royal Blue/Gold&Red/Black Woven Nylon,High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-sport-38mm.jpg
213,Apple,iPad Air 2,GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014,240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in),Heavy,E-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~71.6% screen-to-body ratio),1536 x 2048 pixels (~264 ppi pixel density),iOS 8.1| upgradable to iOS 10.3.2,Triple-core 1.5 GHz Typhoon,PowerVR GXA6850 (octa-core graphics),No,16/32/64/128 GB,2 GB RAM,8 MP| f/2.4| 31mm| autofocus| ,1.2 MP| f/2.2| 31mm| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| compass| barometer,Super High,Space Gray| Silver| Gold,High,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-air-2-new.jpg
214,Apple,iPad mini 3,GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014,200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in),Heavy,E-SIM,LED-backlit IPS LCD capacitive touchscreen  16M colors,7.9 inches (~71.7% screen-to-body ratio),1536 x 2048 pixels (~324 ppi pixel density),iOS 8.1| upgradable to iOS 10.3.2,Dual-core 1.3 GHz Cyclone (ARM v8-based),PowerVR G6430 (quad-core graphics),No,16/64/128 GB,1 GB RAM DDR3,5 MP| f/2.4| 32mm| autofocus| ,1.2 MP| 720p@30fps| face detection| FaceTime over Wi-Fi or Cellular,Yes with stereo speakers,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| compass,Super High,Space Gray/Black| Silver/White| Gold,High,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-3-new.jpg
215,Apple,iPhone 6 Plus,GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014,158.1 x 77.8 x 7.1 mm (6.22 x 3.06 x 0.28 in),BelowAvg,Single-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,5.5 inches (~67.8% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),iOS 8| upgradable to iOS 10.3.2,Dual-core 1.4 GHz Typhoon (ARM v8-based),PowerVR GX6450 (quad-core graphics),No,16/64/128 GB,1 GB RAM DDR3,8 MP| f/2.2| 29mm| phase detection autofocus| OIS| dual-LED (dual tone) flash| ,1.2 MP| f/2.2| 31mm| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,High,Space Gray| Silver| Gold,Super High,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg
216,Apple,iPhone 6,GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014,138.1 x 67 x 6.9 mm (5.44 x 2.64 x 0.27 in),Light,Single-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,4.7 inches (~65.8% screen-to-body ratio),750 x 1334 pixels (~326 ppi pixel density),iOS 8| upgradable to iOS 10.3.2,Dual-core 1.4 GHz Typhoon (ARM v8-based),PowerVR GX6450 (quad-core graphics),No,16/32/64/128 GB,1 GB RAM DDR3,8 MP| f/2.2| 29mm| phase detection autofocus| dual-LED (dual tone) flash| ,1.2 MP| f/2.2| 31mm| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Moderate,Space Gray| Silver| Gold,High,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg
217,Huawei,Ascend Y520,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,134.2 x 67 x 10.2 mm (5.28 x 2.64 x 0.40 in),Heavy,Single-SIM,TFT capacitive touchscreen  256K colors,4.5 inches (~62.1% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer,Moderate,Black| White| Blue| Pink,Basic,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-y520.jpg
218,Huawei,Ascend Y221,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,116.5 x 60.6 x 12.3 mm (4.59 x 2.39 x 0.48 in),Light,Single-SIM,TFT capacitive touchscreen  256K colors,3.5 inches (~51.7% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 4.4 (KitKat),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,No,Yes,Yes,Yes,Yes,No,No,Yes,microUSB 2.0,Accelerometer,Moderate,Black| White,Basic,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-y221.jpg
219,Huawei,Ascend GX1,GSM / CDMA / EVDO / LTE,1,1,1,LTE Cat3 100/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014,161 x 84.5 x 9.2 mm (6.34 x 3.33 x 0.36 in),BelowAvg,Dual-SIM,IPS LCD capacitive touchscreen  16M colors,6.0 inches (~72.9% screen-to-body ratio),720 x 1280 pixels (~245 ppi pixel density),Android 4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP| 720p,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity| compass,High,White| Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-gx1.jpg
220,Huawei,Honor 6 Plus,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A Cat6 300/50 Mbps,Yes,Yes,2014,150.5 x 75.7 x 7.5 mm (5.93 x 2.98 x 0.30 in),BelowAvg,Dual-SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~73.2% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 4.4.2 (KitKat)| planned upgrade to 6.0 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP4,microSD  up to 256 GB (uses SIM 2 slot),16GB (3G model); 16/32 GB (LTE model),3 GB RAM,Dual 8 MP| f/2.0| autofocus| dual-LED flash,8 MP| f/2.4| 1080p@30fps,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| gyro| proximity| compass,High,Black| White / Gold (LTE model),High,http://cdn2.gsmarena.com/vv/bigpic/huawei-honor-6-plus.jpg
221,Huawei,Ascend Mate7 Monarch,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat6 300/50 Mbps,Yes,Yes,2014,157 x 81 x 7.9 mm (6.18 x 3.19 x 0.31 in),BelowAvg,Dual-SIM,IPS LCD capacitive touchscreen  16M colors,6.0 inches (~78.0% screen-to-body ratio),1080 x 1920 pixels (~367 ppi pixel density),Android 4.4 (KitKat),Octa-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP4,microSD  up to 256 GB (uses SIM 2 slot),64 GB,3 GB RAM,13 MP| autofocus| LED flash,5 MP| 720p,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,High,Obsidian black| Moonlight silver| Amber gold,High,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-mate7.jpg
222,Huawei,Honor 4X,GSM / HSPA / LTE,1,1,1,HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,152.9 x 77.2 x 8.7 mm (6.02 x 3.04 x 0.34 in),BelowAvg,Dual-SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~70.6% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.4.2 (KitKat)/ 5.0 (Lollipop)| planned upgrade to 6.0 (Marshmallow),Octa-core 1.2 GHz Cortex-A53,Mali-450MP4,microSD  up to 32 GB (dedicated slot),8 GB,2 GB RAM,13 MP| f/2.0| autofocus| LED flash,5 MP| 720p,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity| compass,High,White| Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-honor-4x.jpg
223,Huawei,Honor Holly,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Class 12,2014,142.2 x 72.3 x 9.4 mm (5.60 x 2.85 x 0.37 in),BelowAvg,Dual-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.0% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,8 MP| f/2.0| autofocus| LED flash,2 MP,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity| compass,Moderate,White| Black,Basic,http://cdn2.gsmarena.com/vv/bigpic/huawei-honor-holly.jpg
224,Huawei,MediaPad T1 8.0,GSM / HSPA,1,1,1,HSPA 42.2/5.76 Mbps,Yes,Yes,2014,210.6 x 127.7 x 7.9 mm (8.29 x 5.03 x 0.31 in),Heavy,Single-SIM,IPS LCD capacitive touchscreen  16M colors,8.0 inches (~69.7% screen-to-body ratio),800 x 1280 pixels (~188 ppi pixel density),Android 4.3 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Adreno 302,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,5 MP,VGA,Yes,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Accelerometer| proximity,High,White/Silver,Super High,http://cdn2.gsmarena.com/vv/bigpic/Huawei-Honor-Tablet1.jpg
225,Huawei,Honor 4 Play,GSM / HSPA / LTE,1,1,1,HSPA  LTE,Yes,Yes,2014,143 x 72 x 8.5 mm (5.63 x 2.83 x 0.33 in),BelowAvg,Dual-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.9% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity| compass,Moderate,White| Black,Basic,http://cdn2.gsmarena.com/vv/bigpic/huawei-honor-4-play.jpg
226,Huawei,Ascend G620s,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,142.9 x 72 x 8.5 mm (5.63 x 2.83 x 0.33 in),BelowAvg,Single-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.0% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity,Moderate,Black| White,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-g620s.jpg
227,Huawei,Ascend Y550,GSM / HSPA / LTE,1,1,1,HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,133 x 68 x 9.5 mm (5.24 x 2.68 x 0.37 in),BelowAvg,Single-SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches (~61.7% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity| compass,Moderate,Black| White,Basic,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-y550.jpg
228,Huawei,Ascend G7,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,153.5 x 77.3 x 7.6 mm (6.04 x 3.04 x 0.30 in),BelowAvg,Single-SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~70.3% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.4.2 (KitKat)| planned upgrade to 6.0 (Marshmallow),Quad-core 1.2 GHz Cortex-A53,Mali-450MP4,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| autofocus| LED flash,5 MP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity| compass,High,Black| white,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-g7.jpg
229,Huawei,Ascend P7 Sapphire Edition,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,139.8 x 68.8 x 6.5 mm (5.50 x 2.71 x 0.26 in),Light,Single-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~71.7% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.8 GHz Cortex-A9,Mali-450MP4,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,8 MP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity| compass,Super High,Black| white| pink,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-p7-sapphire-edition.jpg
230,Huawei,Ascend Mate7,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A Cat6 300/50 Mbps,Yes,Yes,2014,157 x 81 x 7.9 mm (6.18 x 3.19 x 0.31 in),BelowAvg,Single-SIM,IPS LCD capacitive touchscreen  16M colors,6.0 inches (~77.6% screen-to-body ratio),1080 x 1920 pixels (~368 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 5.1.1 (Lollipop)| planned upgrade to 6.0 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628MP4,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM/ 32 GB| 3 GB RAM,13 MP| f/2.0| 28mm| autofocus| LED flash| ,5 MP| f/2.4| 22mm| 720p,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,High,Obsidian black| Moonlight silver| Amber gold,High,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-mate7.jpg
231,Huawei,Honor 3C Play,GSM / HSPA,1,1,1,HSPA,Yes,Yes,2014,142.2 x 72.3 x 9.4 mm (5.60 x 2.85 x 0.37 in),BelowAvg,Dual-SIM,Capacitive touchscreen  16M colors,5.0 inches (~67.0% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.2.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity| compass,Moderate,White| Black,Basic,http://cdn2.gsmarena.com/vv/bigpic/huawei-honor-3c-play.jpg
232,Huawei,Honor 6,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A Cat6 300/50 Mbps,Yes,Yes,2014,139.6 x 69.7 x 7.5 mm (5.50 x 2.74 x 0.30 in),Light,Single-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~69.6% screen-to-body ratio),1080 x 1920 pixels (~445 ppi pixel density),Android 4.4.2 (KitKat)| 5.1.1 (Lollipop)| planned upgrade to 6.0 (Marshmallow),Octa-core (4x1.7 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T624MP4,microSD  up to 64 GB (dedicated slot),16/32 GB,3 GB RAM,13 MP| f/2.0| 28mm| autofocus| dual-LED flash| ,5 MP| f/2.4| 22mm,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| gyro| proximity| compass,High,Black| White,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-honor-6.jpg
233,Huawei,Honor 3X Pro,GSM / HSPA,1,1,1,HSPA,Yes,Yes,2014,149.5 x 77.4 x 8.9 mm (5.89 x 3.05 x 0.35 in),BelowAvg,Dual-SIM,LTPS IPS LCD capacitive touchscreen  16M colors,5.5 inches (~72.1% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 4.2.2 (Jelly Bean),Octa-core 1.7 GHz Cortex-A7,Mali-450MP4,microSD  up to 64 GB (dedicated slot),32 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| gyro| proximity| compass,High,Black| White,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-honor-3x-pro.jpg
234,Huawei,Honor 3C 4G,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2014,139.5 x 71.4 x 9.2 mm (5.49 x 2.81 x 0.36 in),Light,Single-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~69.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.6 GHz Cortex-A9,Mali-450MP4,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM/ 16 GB| 2 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity| compass,Moderate,White/Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-honor-3c-4g.jpg
235,Huawei,Ascend G535,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2014,131 x 65.3 x 7.9 mm (5.16 x 2.57 x 0.31 in),Light,Single-SIM,Capacitive touchscreen  16M colors,4.5 inches (~65.3% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.3 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| LED flash,1 MP,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity,Moderate,Black| White,Basic,http://cdn2.gsmarena.com/vv/bigpic/huawei-g535.jpg
236,Huawei,Y300II,GSM / HSPA,1,1,1,HSPA 7.2/5.76 Mbps,Yes,Yes,2014,131 x 65.3 x 7.9 mm (5.16 x 2.57 x 0.31 in),Heavy,Single-SIM,Capacitive touchscreen  16M colors,4.0 inches (~57.3% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Firefox OS,Dual-core 1.0 GHz,Adreno 306,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP,VGA,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer,Moderate,Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-y300-fire.jpg
